NO,시군구,계약년월,거래금액(만원),기간,금값(1g)
488,서울특별시 송파구 가락동,201906,130000,202012,67325
489,서울특별시 송파구 마천동,201906,60000,202012,66684
490,서울특별시 송파구 마천동,201906,60000,202012,66671
491,서울특별시 송파구 가락동,201906,77000,202012,66636
492,서울특별시 송파구 송파동,201906,73000,202012,66633
493,서울특별시 송파구 장지동,201906,118000,202012,66582
494,서울특별시 송파구 신천동,201906,148900,202012,66510
495,서울특별시 송파구 가락동,201906,84800,202012,66191
496,서울특별시 송파구 가락동,201906,115000,202012,65757
497,서울특별시 송파구 잠실동,201906,170000,202012,66330
498,서울특별시 송파구 신천동,201906,144000,202101,66500
499,서울특별시 송파구 잠실동,201906,74000,202101,66504
500,서울특별시 송파구 잠실동,201906,169500,202101,67168
501,서울특별시 송파구 석촌동,201906,94000,202101,68024
502,서울특별시 송파구 송파동,201906,107000,202101,68117
503,서울특별시 송파구 잠실동,201906,167000,202101,67249
504,서울특별시 송파구 장지동,201906,100500,202101,67024
505,서울특별시 송파구 장지동,201906,120000,202101,65071
506,서울특별시 송파구 장지동,201906,73800,202101,65264
507,서울특별시 송파구 잠실동,201906,154000,202101,65797
508,서울특별시 송파구 문정동,201906,84000,202101,65613
509,서울특별시 송파구 방이동,201906,151000,202101,65203
510,서울특별시 송파구 풍납동,201906,85500,202101,65593
511,서울특별시 송파구 방이동,201906,145000,202101,65024
512,서울특별시 송파구 가락동,201906,85000,202101,65310
513,서울특별시 송파구 방이동,201906,140000,202101,65394
514,서울특별시 송파구 오금동,201906,108250,202101,65779
515,서울특별시 송파구 잠실동,201906,100000,202101,66172
516,서울특별시 송파구 신천동,201906,205000,202101,66255
517,서울특별시 송파구 가락동,201906,111000,202101,66013
518,서울특별시 송파구 방이동,201906,180000,202101,65731
519,서울특별시 송파구 거여동,201906,50500,202101,66028
520,서울특별시 송파구 석촌동,201906,26000,202101,65869
521,서울특별시 송파구 잠실동,201906,145000,202101,66224
522,서울특별시 송파구 문정동,201906,140000,202101,66515
523,서울특별시 송파구 풍납동,201906,79500,202101,66554
524,서울특별시 송파구 방이동,201906,165000,202102,67024
525,서울특별시 송파구 잠실동,201906,173000,202102,66573
526,서울특별시 송파구 장지동,201906,69000,202102,65945
527,서울특별시 송파구 잠실동,201906,166000,202102,65672
528,서울특별시 송파구 잠실동,201906,161000,202102,65120
529,서울특별시 송파구 풍납동,201906,67500,202102,65272
530,서울특별시 송파구 풍납동,201906,96000,202102,65470
531,서울특별시 송파구 잠실동,201906,127000,202102,66273
532,서울특별시 송파구 잠실동,201906,155000,202102,65711
533,서울특별시 송파구 마천동,201906,46300,202102,65588
534,서울특별시 송파구 잠실동,201906,125000,202102,64697
535,서울특별시 송파구 문정동,201906,148500,202102,64963
536,서울특별시 송파구 문정동,201906,150000,202102,64508
537,서울특별시 송파구 문정동,201906,86400,202102,64654
538,서울특별시 송파구 거여동,201906,52000,202102,63845
539,서울특별시 송파구 신천동,201906,140000,202102,63594
540,서울특별시 송파구 가락동,201906,46300,202102,63223
541,서울특별시 송파구 문정동,201906,138000,202102,63489
542,서울특별시 송파구 문정동,201906,112200,202102,64362
543,서울특별시 송파구 잠실동,201906,170000,202102,64679
544,서울특별시 송파구 장지동,201906,94500,202102,64635
545,서울특별시 송파구 방이동,201906,85000,202102,64076
546,서울특별시 송파구 삼전동,201906,73500,202102,63715
547,서울특별시 송파구 거여동,201906,45000,202102,62862
548,서울특별시 송파구 신천동,201906,145000,202103,63234
549,서울특별시 송파구 잠실동,201906,160000,202103,62230
550,서울특별시 송파구 문정동,201906,143000,202103,62567
551,서울특별시 송파구 가락동,201906,92000,202103,62254
552,서울특별시 송파구 잠실동,201906,134000,202103,61573
553,서울특별시 송파구 신천동,201906,148000,202103,61815
554,서울특별시 송파구 가락동,201906,89900,202103,62056
555,서울특별시 송파구 잠실동,201906,224000,202103,62344
556,서울특별시 송파구 가락동,201906,65400,202103,63112
557,서울특별시 송파구 가락동,201906,68700,202103,63408
558,서울특별시 송파구 문정동,201906,108000,202103,62555
559,서울특별시 송파구 송파동,201906,126500,202103,63233
560,서울특별시 송파구 장지동,201906,102000,202103,63022
561,서울특별시 송파구 가락동,201906,90000,202103,63124
562,서울특별시 송파구 방이동,201906,166000,202103,63133
563,서울특별시 송파구 가락동,201906,113000,202103,63112
564,서울특별시 송파구 장지동,201906,103000,202103,63414
565,서울특별시 송파구 가락동,201906,82500,202103,63494
566,서울특별시 송파구 잠실동,201906,150000,202103,62899
567,서울특별시 송파구 오금동,201906,89000,202103,63177
568,서울특별시 송파구 풍납동,201906,65000,202103,63137
569,서울특별시 송파구 신천동,201906,166000,202103,63339
570,서울특별시 송파구 문정동,201906,42900,202103,62909
571,서울특별시 송파구 잠실동,201906,195000,202103,63015
572,서울특별시 송파구 신천동,201906,125000,202103,62919
573,서울특별시 송파구 송파동,201906,129500,202103,62014
574,서울특별시 송파구 풍납동,201906,69000,202103,61355
575,서울특별시 송파구 가락동,201906,73000,202104,62563
576,서울특별시 송파구 가락동,201906,75000,202104,63074
577,서울특별시 송파구 잠실동,201906,144800,202104,63174
578,서울특별시 송파구 오금동,201906,85000,202104,62749
579,서울특별시 송파구 신천동,201906,144700,202104,62553
580,서울특별시 송파구 잠실동,201906,155000,202104,62688
581,서울특별시 송파구 신천동,201906,174500,202104,62659
582,서울특별시 송파구 잠실동,201906,194425,202104,63033
583,서울특별시 송파구 신천동,201906,173000,202104,62993
584,서울특별시 송파구 마천동,201906,72500,202104,63027
585,서울특별시 송파구 가락동,201906,77350,202104,62574
586,서울특별시 송파구 문정동,201906,119500,202104,62737
587,서울특별시 송파구 가락동,201906,71800,202104,62761
588,서울특별시 송파구 문정동,201906,110000,202104,63297
589,서울특별시 송파구 잠실동,201906,170000,202104,63892
590,서울특별시 송파구 송파동,201906,115000,202104,64190
591,서울특별시 송파구 잠실동,201906,194425,202104,63448
592,서울특별시 송파구 오금동,201906,57000,202104,64222
593,서울특별시 송파구 잠실동,201906,168000,202104,64442
594,서울특별시 송파구 송파동,201906,93000,202104,64177
595,서울특별시 송파구 장지동,201906,138000,202104,63890
596,서울특별시 송파구 잠실동,201906,168000,202104,63740
597,서울특별시 송파구 송파동,201906,76900,202104,63660
598,서울특별시 송파구 가락동,201906,51200,202104,63457
599,서울특별시 송파구 장지동,201906,74700,202104,63562
600,서울특별시 송파구 잠실동,201906,295000,202104,63453
601,서울특별시 송파구 가락동,201906,80000,202105,63719
602,서울특별시 송파구 신천동,201906,149000,202105,64206
603,서울특별시 송파구 가락동,201906,79000,202105,64684
604,서울특별시 송파구 잠실동,201906,187560,202105,64522
605,서울특별시 송파구 잠실동,201906,214000,202105,64910
606,서울특별시 송파구 오금동,201906,87000,202105,65721
607,서울특별시 송파구 가락동,201906,80000,202105,65682
608,서울특별시 송파구 가락동,201906,72700,202105,65952
609,서울특별시 송파구 송파동,201906,86800,202105,66132
610,서울특별시 송파구 잠실동,201906,191560,202105,66356
611,서울특별시 송파구 신천동,201906,78000,202105,66145
612,서울특별시 송파구 가락동,201906,89700,202105,66611
613,서울특별시 송파구 잠실동,201906,205500,202105,66921
614,서울특별시 송파구 거여동,201906,65500,202105,67737
615,서울특별시 송파구 잠실동,201906,155000,202105,67970
616,서울특별시 송파구 송파동,201906,107500,202105,67913
617,서울특별시 송파구 잠실동,201906,275000,202105,68321
618,서울특별시 송파구 장지동,201906,83000,202105,68146
619,서울특별시 송파구 장지동,201906,95000,202105,68414
620,서울특별시 송파구 신천동,201906,143000,202105,68289
621,서울특별시 송파구 거여동,201906,43500,202105,68094
622,서울특별시 송파구 오금동,201906,46000,202105,68712
623,서울특별시 송파구 잠실동,201906,169000,202105,68344
624,서울특별시 송파구 방이동,201906,160000,202105,67896
625,서울특별시 송파구 잠실동,201906,166000,202105,68342
626,서울특별시 송파구 신천동,201906,165000,202105,68030
627,서울특별시 송파구 잠실동,201906,152000,202106,68174
628,서울특별시 송파구 잠실동,201906,187000,202106,68074
629,서울특별시 송파구 잠실동,201906,140000,202106,67989
630,서울특별시 송파구 가락동,201906,75000,202106,67138
631,서울특별시 송파구 장지동,201906,85000,202106,67661
632,서울특별시 송파구 잠실동,201906,213000,202106,67443
633,서울특별시 송파구 송파동,201906,60000,202106,67963
634,서울특별시 송파구 신천동,201906,149500,202106,67886
635,서울특별시 송파구 잠실동,201906,168000,202106,67447
636,서울특별시 송파구 방이동,201906,100000,202106,67992
637,서울특별시 송파구 잠실동,201906,205000,202106,67538
638,서울특별시 송파구 장지동,201906,72000,202106,66918
639,서울특별시 송파구 문정동,201906,109000,202106,67127
640,서울특별시 송파구 가락동,201906,90000,202106,66935
641,서울특별시 송파구 잠실동,201906,175000,202106,65959
642,서울특별시 송파구 방이동,201906,171500,202106,65230
643,서울특별시 송파구 오금동,201906,92000,202106,64535
644,서울특별시 송파구 문정동,201906,160000,202106,64907
645,서울특별시 송파구 거여동,201906,53000,202106,64989
646,서울특별시 송파구 신천동,201906,119000,202106,65254
647,서울특별시 송파구 송파동,201906,115000,202106,64866
648,서울특별시 송파구 문정동,201906,129000,202106,64715
649,서울특별시 송파구 마천동,201906,63550,202106,64698
650,서울특별시 송파구 잠실동,201906,158000,202106,64922
651,서울특별시 송파구 가락동,201906,88400,202106,64486
652,서울특별시 송파구 풍납동,201906,66800,202106,63769
653,서울특별시 송파구 장지동,201906,84500,202107,64811
654,서울특별시 송파구 잠실동,201906,217000,202107,65063
655,서울특별시 송파구 풍납동,201906,60000,202107,65102
656,서울특별시 송파구 가락동,201906,120000,202107,65281
657,서울특별시 송파구 송파동,201906,93000,202107,65854
658,서울특별시 송파구 송파동,201906,74250,202107,66115
659,서울특별시 송파구 가락동,201906,130000,202107,66784
660,서울특별시 송파구 잠실동,201906,285500,202107,66709
661,서울특별시 송파구 석촌동,201906,112000,202107,66829
662,서울특별시 송파구 잠실동,201906,170000,202107,66682
663,서울특별시 송파구 방이동,201906,183000,202107,66758
664,서울특별시 송파구 장지동,201906,85500,202107,67089
665,서울특별시 송파구 잠실동,201906,326000,202107,67292
666,서울특별시 송파구 마천동,201906,27500,202107,67026
667,서울특별시 송파구 가락동,201906,78500,202107,66736
668,서울특별시 송파구 잠실동,201906,200800,202107,66845
669,서울특별시 송파구 방이동,201906,140000,202107,67077
670,서울특별시 송파구 잠실동,201906,148000,202107,67215
671,서울특별시 송파구 가락동,201906,70000,202107,66643
672,서울특별시 송파구 잠실동,201906,164000,202107,67100
673,서울특별시 송파구 잠실동,201906,124400,202107,66920
674,서울특별시 송파구 장지동,201906,85000,202107,67215
675,서울특별시 송파구 잠실동,201906,210000,202107,66979
676,서울특별시 송파구 잠실동,201906,163000,202107,67058
677,서울특별시 송파구 가락동,201906,75000,202107,67026
